cell_id	evidence_tier	axis	tranche_id	estimator	family_route	dpar	effect_type	structure_provider	primary_evidence_id	primary_evidence_class	primary_run_id	primary_command	primary_replicates	n_evidence_rows	all_evidence_classes	has_interval_receipt	n_distinct_seeds	claim_boundary	next_gate
mc-0162	interval_feasible	model_surface	legacy-census	ML	biv_gaussian	sigma2	structured	relmat	ev-mc-0162-q4-provider-profile	contract_test	Lane B q4 provider targetwise profile batch	Rscript tools/run-lane-b-q4-provider-highinfo-profile-gate.R --cell=<exact cell> --seed=20260730 --rung=high_information	One fixed-seed profile for the exact q4 provider component target.	2	contract_test|legacy_model_evidence	yes	0	interval_feasible only for the named cell x direct q4 provider component target x frozen high-information fixture with one complete retained unclamped tmbprofile receipt. No sibling component, correlation, whole formula, provider-wide, coverage, calibration, or inference-ready claim follows.	Coverage/calibration and every broader q4/provider claim require a separate evidence arc.
mc-0167	interval_feasible	model_surface	legacy-census	ML	biv_gaussian	mu1	structured	relmat	ev-mc-0167-q6-provider-profile	contract_test	Lane B q6 provider targetwise all-attempt profile batch	Rscript tools/run-lane-b-q6-provider-highinfo-profile-gate.R --cell=<exact cell> --seed=20260731 --rung=high_information	Three passing exact target attempts; one spatial q6 attempt retained as failed.	2	contract_test|legacy_model_evidence	yes	0	interval_feasible only for the named cell x direct q6 provider mu1-intercept SD target x frozen high-information fixture with one complete retained unclamped tmbprofile receipt. The retained spatial q6 attempt failed and is not promoted. No other q6 component, provider-wide, whole-formula, coverage,	Coverage/calibration and every broader q6/provider claim require a separate evidence arc.
mc-0184	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma1	fixed	none	ev-mc-0184-biv-fixed-scale-profile-high	contract_test	Lane B bivariate fixed-scale targetwise high-rung profile batch	Rscript tools/run-lane-b-biv-fixed-scale-profile-gate.R --cell=<exact cell> --seed=3 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed 150-observation profile per exact residual-scale target (2/2 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named campaign cell x exact bivariate Gaussian REML residual-scale target x frozen 150-observation DGP using an exact retained unclamped tmbprofile receipt. The sigma1/sigma2 sibling remains separately evidenced; this establishes neither whole-formula, bivariate-wide, 	Coverage/calibration and any broader bivariate/residual-scale claim require a separate pre-registered evidence arc.
mc-0185	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma2	fixed	none	ev-mc-0185-biv-fixed-scale-profile-high	contract_test	Lane B bivariate fixed-scale targetwise high-rung profile batch	Rscript tools/run-lane-b-biv-fixed-scale-profile-gate.R --cell=<exact cell> --seed=3 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed 150-observation profile per exact residual-scale target (2/2 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named campaign cell x exact bivariate Gaussian REML residual-scale target x frozen 150-observation DGP using an exact retained unclamped tmbprofile receipt. The sigma1/sigma2 sibling remains separately evidenced; this establishes neither whole-formula, bivariate-wide, 	Coverage/calibration and any broader bivariate/residual-scale claim require a separate pre-registered evidence arc.
mc-0187	interval_feasible	model_surface	legacy-census	ML	biv_gaussian	mu1	ordinary_re_intercept	none	ev-mc-0187-ordinary-biv-scale-intercept-profile-high	contract_test	Lane B ordinary biv scale-side intercept retained profile	exact retained targetwise profile gate	One fixed high-information profile per exact target; counterpart withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named ordinary bivariate Gaussian scale-side intercept target with a retained unclamped tmbprofile receipt; counterpart scale-side intercept is explicitly withheld. Coverage, calibration, inference readiness, whole-formula support, and public guidance were not evaluat	Separate coverage/calibration evidence required.
mc-0188	interval_feasible	model_surface	legacy-census	ML	biv_gaussian	mu2	ordinary_re_intercept	none	ev-mc-0188-ordinary-biv-scale-intercept-profile-high	contract_test	Lane B ordinary biv scale-side intercept retained profile	exact retained targetwise profile gate	One fixed high-information profile per exact target; counterpart withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named ordinary bivariate Gaussian scale-side intercept target with a retained unclamped tmbprofile receipt; counterpart scale-side intercept is explicitly withheld. Coverage, calibration, inference readiness, whole-formula support, and public guidance were not evaluat	Separate coverage/calibration evidence required.
mc-0201	interval_feasible	model_surface	arc1b-s2r	REML	biv_gaussian	mu1	structured	relmat	ev-mc-0201-q2-production-profile-low	contract_test	Lane B production q2 target-wise low-rung profile batch	Rscript tools/run-lane-b-structured-q2-production-profile-gate.R --cell=<exact cell> --seed=20260727 --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile per exact target (10/10 pass); animal/relmat ML pairs share numerical DGP realizations.	4	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for the named cell x direct q2 structured mu1/mu2 SD target x frozen low-rung estimator-specific fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q2-wi	Coverage/calibration and any broader q2/provider/estimator claim require a separate pre-registered evidence arc.
mc-0203	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma1	ordinary_re_intercept	none	ev-mc-0203-ordinary-biv-sigma-re-intercept-profile	contract_test	Lane B ordinary bivariate REML residual-scale retained profile	exact retained targetwise profile gate	One fixed admitted source fixture profile per exact target; paired SD and correlation withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named ordinary bivariate Gaussian REML residual-scale random-effect SD target with a retained unclamped tmbprofile receipt; its paired residual-scale SD and scale-scale correlation are explicitly withheld. Coverage, calibration, inference readiness, whole-formula supp	Separate coverage/calibration evidence required.
mc-0204	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma2	ordinary_re_intercept	none	ev-mc-0204-ordinary-biv-sigma-re-intercept-profile	contract_test	Lane B ordinary bivariate REML residual-scale retained profile	exact retained targetwise profile gate	One fixed admitted source fixture profile per exact target; paired SD and correlation withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named ordinary bivariate Gaussian REML residual-scale random-effect SD target with a retained unclamped tmbprofile receipt; its paired residual-scale SD and scale-scale correlation are explicitly withheld. Coverage, calibration, inference readiness, whole-formula supp	Separate coverage/calibration evidence required.
mc-0208	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	mu1	structured	phylo	ev-mc-0208-phylo-q2-canonical-profile-low	contract_test	Lane B canonical phylo q2 retained profile batch	Rscript tools/run-lane-b-phylo-q2-canonical-profile-gate.R --cell=<exact cell> --seed=4 --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile for each exact direct target (4/4 pass); ML and REML are retained as complete endpoint pairs, not an estimator comparison.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named cell x direct q2 phylogenetic mu1/mu2 location-SD target x frozen low-rung estimator-specific fixture using an exact retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. Coverage, calibration, bias, replication, inference r	Coverage/calibration and any broader phylo/q2/provider/estimator claim require a separate pre-registered evidence arc.
mc-0209	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	mu2	structured	phylo	ev-mc-0209-phylo-q2-canonical-profile-low	contract_test	Lane B canonical phylo q2 retained profile batch	Rscript tools/run-lane-b-phylo-q2-canonical-profile-gate.R --cell=<exact cell> --seed=4 --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile for each exact direct target (4/4 pass); ML and REML are retained as complete endpoint pairs, not an estimator comparison.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named cell x direct q2 phylogenetic mu1/mu2 location-SD target x frozen low-rung estimator-specific fixture using an exact retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. Coverage, calibration, bias, replication, inference r	Coverage/calibration and any broader phylo/q2/provider/estimator claim require a separate pre-registered evidence arc.
mc-0212	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	mu1	structured	phylo	ev-mc-0212-phylo-q4-location-profile-high	contract_test	Lane B phylo q4 location targetwise high-rung profile batch	Rscript tools/run-lane-b-phylo-q4-location-profile-gate.R --cell=<exact cell> --seed=3 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed 150-tip x 5-replicate profile per exact location target (2/2 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named campaign cell x exact phylogenetic q4 location-SD target x frozen 150-tip x 5-replicate REML DGP using an exact retained unclamped tmbprofile receipt. The scale-side q4 components and the sibling location target remain separate; this establishes neither whole-q4,	Coverage/calibration and any broader q4/provider/scale-side claim require a separate pre-registered evidence arc.
mc-0213	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	mu2	structured	phylo	ev-mc-0213-phylo-q4-location-profile-high	contract_test	Lane B phylo q4 location targetwise high-rung profile batch	Rscript tools/run-lane-b-phylo-q4-location-profile-gate.R --cell=<exact cell> --seed=3 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed 150-tip x 5-replicate profile per exact location target (2/2 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named campaign cell x exact phylogenetic q4 location-SD target x frozen 150-tip x 5-replicate REML DGP using an exact retained unclamped tmbprofile receipt. The scale-side q4 components and the sibling location target remain separate; this establishes neither whole-q4,	Coverage/calibration and any broader q4/provider/scale-side claim require a separate pre-registered evidence arc.
mc-0214	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma1	structured	phylo	ev-mc-0214-phylo-q4-scale-profile-high	contract_test	Lane B phylo q4 scale targetwise high-rung profile batch	Rscript tools/run-lane-b-phylo-q4-scale-profile-gate.R --cell=<exact cell> --seed=3 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed 150-tip x 5-replicate profile per exact scale target (2/2 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named campaign cell x exact phylogenetic block-diagonal q4 scale-SD target x frozen 150-tip x 5-replicate REML DGP using an exact retained unclamped tmbprofile receipt. The sibling scale target, two location targets, and scale correlation remain separate; this establis	Coverage/calibration and any broader q4/provider/scale-side claim require a separate pre-registered evidence arc.
mc-0215	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma2	structured	phylo	ev-mc-0215-phylo-q4-scale-profile-high	contract_test	Lane B phylo q4 scale targetwise high-rung profile batch	Rscript tools/run-lane-b-phylo-q4-scale-profile-gate.R --cell=<exact cell> --seed=3 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed 150-tip x 5-replicate profile per exact scale target (2/2 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named campaign cell x exact phylogenetic block-diagonal q4 scale-SD target x frozen 150-tip x 5-replicate REML DGP using an exact retained unclamped tmbprofile receipt. The sibling scale target, two location targets, and scale correlation remain separate; this establis	Coverage/calibration and any broader q4/provider/scale-side claim require a separate pre-registered evidence arc.
mc-0216	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	mu1	structured	phylo	ev-mc-0216-phylo-dense-q4-highinfo-profile	contract_test	Lane B dense q4 phylo high-information targetwise profile batch	Rscript tools/run-lane-b-phylo-dense-q4-highinfo-profile-gate.R --cell=<exact cell> --target-id=<exact target> --seed=202 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed high-information profile per exact direct SD target; all-attempt denominator = 4.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named dense-q4 phylogenetic direct SD target in the retained REML 200-tip x 10-replicate seed-202 fixture, with finite ordered unclamped tmbprofile endpoints, convergence 0, pdHess TRUE, complete trace, and no boundary-adjacent fitted dense correlation. The three sibli	Coverage/calibration, correlation intervals, broader dense-q4 claims, and any public/API statement require a separate evidence arc.
mc-0217	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	mu2	structured	phylo	ev-mc-0217-phylo-dense-q4-highinfo-profile	contract_test	Lane B dense q4 phylo high-information targetwise profile batch	Rscript tools/run-lane-b-phylo-dense-q4-highinfo-profile-gate.R --cell=<exact cell> --target-id=<exact target> --seed=202 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed high-information profile per exact direct SD target; all-attempt denominator = 4.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named dense-q4 phylogenetic direct SD target in the retained REML 200-tip x 10-replicate seed-202 fixture, with finite ordered unclamped tmbprofile endpoints, convergence 0, pdHess TRUE, complete trace, and no boundary-adjacent fitted dense correlation. The three sibli	Coverage/calibration, correlation intervals, broader dense-q4 claims, and any public/API statement require a separate evidence arc.
mc-0218	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma1	structured	phylo	ev-mc-0218-phylo-dense-q4-highinfo-profile	contract_test	Lane B dense q4 phylo high-information targetwise profile batch	Rscript tools/run-lane-b-phylo-dense-q4-highinfo-profile-gate.R --cell=<exact cell> --target-id=<exact target> --seed=202 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed high-information profile per exact direct SD target; all-attempt denominator = 4.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named dense-q4 phylogenetic direct SD target in the retained REML 200-tip x 10-replicate seed-202 fixture, with finite ordered unclamped tmbprofile endpoints, convergence 0, pdHess TRUE, complete trace, and no boundary-adjacent fitted dense correlation. The three sibli	Coverage/calibration, correlation intervals, broader dense-q4 claims, and any public/API statement require a separate evidence arc.
mc-0219	interval_feasible	model_surface	legacy-census	REML	biv_gaussian	sigma2	structured	phylo	ev-mc-0219-phylo-dense-q4-highinfo-profile	contract_test	Lane B dense q4 phylo high-information targetwise profile batch	Rscript tools/run-lane-b-phylo-dense-q4-highinfo-profile-gate.R --cell=<exact cell> --target-id=<exact target> --seed=202 --rung=high --goal-authorized=lane-b-144-goal	One fixed-seed high-information profile per exact direct SD target; all-attempt denominator = 4.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named dense-q4 phylogenetic direct SD target in the retained REML 200-tip x 10-replicate seed-202 fixture, with finite ordered unclamped tmbprofile endpoints, convergence 0, pdHess TRUE, complete trace, and no boundary-adjacent fitted dense correlation. The three sibli	Coverage/calibration, correlation intervals, broader dense-q4 claims, and any public/API statement require a separate evidence arc.
mc-0225	interval_feasible	model_surface	legacy-census	ML	cumulative_logit	mu	ordinary_re_intercept	none	ev-mc-0225-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	3	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0248	interval_feasible	model_surface	legacy-census	ML	gamma	mu	structured	relmat	ev-mc-0248-q1-expanded-targetwise-profile-low	contract_test	Lane B q1-expanded targetwise retained profile batch	Rscript tools/promote-lane-b-q1-expanded-targetwise-profile-receipt.R --target-id=<exact target> --goal-authorized=lane-b-144-goal	One fixed-seed low-rung targetwise receipt in the retained twelve-target batch; failed siblings remain retained and non-promoted.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct target x frozen low-rung fixture with an exact retained unclamped tmbprofile receipt. The sibling mc-0248::sd:mu:relmat(0 + x | id) remains profile_failed and point-fit only. This establishes neither whole-formula, provider-wide, coverage, calibrati	Coverage/calibration and any broader formula, provider, or sibling target claim require a separate pre-registered evidence arc.
mc-0251	interval_feasible	model_surface	arc3a	ML	gamma	mu	structured	phylo	ev-mc-0251-q1-direct-intercept-profile-low	contract_test	Lane B whole-cell structured-q1 direct-intercept low-rung batch	Rscript tools/run-{b1,nb2}-q1-profile-gate.R --cell=<exact cell> --seed=<frozen registry seed> --rung=low	Six exact fixed-seed low-rung attempts (6 pass); mc-0407/mc-0408 share a numerical configuration and are not independent breadth evidence.	4	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for the named cell x direct q1 structured-intercept SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q1-wide support, slope	Coverage/calibration and any broader-rung, component, or provider claim require a separate pre-registered evidence arc.
mc-0265	interval_feasible	model_surface	legacy-census	REML	gaussian	mu	ordinary_re_intercept	none	ev-mc-0265-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	3	contract_test|external_comparator|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0267	interval_feasible	model_surface	legacy-census	REML	gaussian	sigma	ordinary_re_intercept	none	ev-mc-0267-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0270	interval_feasible	model_surface	legacy-census	ML	gaussian	sigma	ordinary_re_slope	none	ev-mc-0270-ordinary-slope-profile-low	contract_test	Lane B ordinary-slope low-rung profile batch	Rscript tools/run-lane-b-ordinary-slope-profile-gate.R --cell=<exact cell> --seed=20260621 --rung=low	One fixed-seed low-rung fixture; batch denominator 7 exact attempts (6 pass, mc-0271 retained failure).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct slope-SD target x frozen low-rung fixture, using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; it does not establish coverage, calibration, inference readiness, broader formula support, oth	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0271	interval_feasible	model_surface	legacy-census	REML	gaussian	sigma	ordinary_re_slope	none	ev-mc-0271-ordinary-slope-profile-high	contract_test	Lane B ordinary slope high-rung retained profile cohort	Rscript tools/run-lane-b-ordinary-slope-profile-gate.R --cell=mc-0271 --rung=high	One fixed-seed high 128-group targetwise attempt; low 32-group nonfinite attempt remains retained and non-promoted.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for mc-0271 x sd:sigma:(0 + w | id) x the frozen high 128-group fixture with one retained complete, unclamped tmbprofile receipt. The retained low 32-group profile is nonfinite and remains non-promoted. This establishes neither coverage, calibration, inference readiness, other	Coverage/calibration and any lower-rung or broader scale-side claim require a separate pre-registered evidence arc.
mc-0280	interval_feasible	model_surface	legacy-census	ML	gaussian	mu	structured	phylo	ev-mc-0280-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
mc-0281	interval_feasible	model_surface	legacy-census	ML	gaussian	sigma	structured	phylo	ev-mc-0281-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
mc-0282	interval_feasible	model_surface	legacy-census	REML	gaussian	mu	structured	phylo	ev-mc-0282-arc6-profile	contract_test	arc2_gaussian_reml_phylo_mu_q2_sd-profile-feasibility	Totoro: Rscript tools/run-arc2-profile-feasibility.R --cell=mc-0282 --target=sd:mu:mu:phylo(1 | p | species) --fixture=arc2_gaussian_reml_phylo_mu_q2_sd --estimator=REML --seed=<101-202-303-404-505>	5 exact target receipts (5 pass)	2	contract_test|legacy_model_evidence	yes	5	Exact target sd:mu:mu:phylo(1 | p | species). A profile-likelihood interval for the phylo random-intercept SD on gaussian mu (identity link) exists and is well-formed under REML on arc2_gaussian_reml_phylo_mu_q2_sd (labelled phylo(1 | p | species) matched mean-and-scale q2 block, n_tip=60, n_each=12	Coverage/calibration remain out of scope; a separate goal is required.
mc-0293	interval_feasible	model_surface	legacy-census	ML	gaussian	mu	structured	spatial	ev-mc-0293-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
mc-0294	interval_feasible	model_surface	legacy-census	ML	gaussian	sigma	structured	spatial	ev-mc-0294-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
mc-0297	interval_feasible	model_surface	legacy-census	ML	gaussian	mu	structured	animal	ev-mc-0297-scalar-q1-highinfo-profile	contract_test	Lane B scalar animal/relmat q1 high-information profile batch	Rscript tools/promote-lane-b-scalar-animal-relmat-q1-highinfo-profile-receipts.R --write --goal-authorized=lane-b-144-goal	One fixed-seed n32 x 20 exact targetwise receipt.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for mc-0297 x exact direct target sd:mu:animal(1 | id) x frozen n32 x 20 high-information Gaussian fixture with a retained complete unclamped tmbprofile receipt. No provider-wide, family-wide, coverage, calibration, inference-ready, public, or API claim follows.	Coverage/calibration require a separate pre-registered evidence arc.
mc-0300	interval_feasible	model_surface	legacy-census	ML	gaussian	sigma	structured	animal	ev-mc-0300-scalar-q1-highinfo-profile	contract_test	Lane B scalar animal/relmat q1 high-information profile batch	Rscript tools/promote-lane-b-scalar-animal-relmat-q1-highinfo-profile-receipts.R --write --goal-authorized=lane-b-144-goal	One fixed-seed n32 x 20 exact targetwise receipt.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for mc-0300 x exact direct target sd:sigma:animal(1 | id) x frozen n32 x 20 high-information Gaussian fixture with a retained complete unclamped tmbprofile receipt. No provider-wide, family-wide, coverage, calibration, inference-ready, public, or API claim follows.	Coverage/calibration require a separate pre-registered evidence arc.
mc-0305	interval_feasible	model_surface	legacy-census	ML	gaussian	mu	structured	animal	ev-mc-0305-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
mc-0306	interval_feasible	model_surface	legacy-census	ML	gaussian	sigma	structured	animal	ev-mc-0306-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
mc-0312	interval_feasible	model_surface	legacy-census	ML	gaussian	sigma	structured	relmat	ev-mc-0312-scalar-q1-highinfo-profile	contract_test	Lane B scalar animal/relmat q1 high-information profile batch	Rscript tools/promote-lane-b-scalar-animal-relmat-q1-highinfo-profile-receipts.R --write --goal-authorized=lane-b-144-goal	One fixed-seed n32 x 20 exact targetwise receipt.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for mc-0312 x exact direct target sd:sigma:relmat(1 | id) x frozen n32 x 20 high-information Gaussian fixture with a retained complete unclamped tmbprofile receipt. No provider-wide, family-wide, coverage, calibration, inference-ready, public, or API claim follows.	Coverage/calibration require a separate pre-registered evidence arc.
mc-0317	interval_feasible	model_surface	legacy-census	ML	gaussian	mu	structured	relmat	ev-mc-0317-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
