"record_type"	"stage"	"fixture"	"engine"	"check"	"coefficient"	"expected"	"observed"	"status"	"detail"	"solver_status"	"solver_objective"	"max_residual"	"ray"	"t"	"direct_objective"	"compiled_objective"	"direct_delta"	"compiled_delta"	"retained_rows"	"design_columns"	"trials_sum"	"active_weight_sum"	"detector_outcome"	"detector_class"	"warnings"	"error"	"record_id"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_strict_margin"	"separation_class"		"complete"	"complete"	"PASS"	"delta=0.20000000000000007; solution=0.60000000000000009,0,0,0.40000000000000002,0.20000000000000007; message=1 | list(c(0.6, 0, 0, 0.4, 0.2)) | list(c(1, 0, -0.6, -0.4, 0, 0.2, 0, -0.4, -0.4, 0, 0)) | list(objfrom = c(-0.333333333333333, -1e+30, -1e+30, -0.5, 2.22044604925031e-16), objtill = c(3, 0.4, 0.4, 2, 1e+30)) | list(duals = c(0, -0.6, -0.4, 0, 0.2, 0, -0.4, -0.4, 0, 0), dualsfrom = c(-1e+30, -0.5, -0.333333333333333, -1e+30, 4.44089209850063e-16, -1e+30, -2, -1e+30, -1e+30, -1e+30), dualstill = c(1e+30, 0.333333333333333, 0.5, 1e+30, 1e+30, 1e+30, 0.5, 0.5, 1e+30, 1e+30)) | 4 | 0"	"0"	"0.20000000000000007"	"0.00000000000000011102230246251565"															"s0a3-0085"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"sign_negative"	"(Intercept)"	"unresolved"	"unresolved"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a3-0086"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"sign_zero"	"(Intercept)"	"unresolved"	"unresolved"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a3-0087"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"sign_positive"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0.99999999999999989;x=-0.50000000000000011; message=1 | list(c(1, -0.5)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -0.333333333333333, -1e+30, -1e+30, 0.5, -1e+30, -1e+30), dualstill = c(1e+30, 1e+30, 0.999999999998703, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30)) | 3 | 0"	"0"	"0"	"0.00000000000000011102230246251565"															"s0a3-0088"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"(Intercept)"	"negative=FALSE;zero=FALSE;positive=TRUE"	"negative=FALSE;zero=FALSE;positive=TRUE"	"PASS"																			"s0a3-0089"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"sign_negative"	"x"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=1.0000000000006481;x=                -1; message=1 | list(c(1.00000000000065, -1)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1.00000000000065, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30), dualstill = c(1e+30, 0.999999999999351, 1e+30, 1e+30, 1e+30, -0.25, 1e+30, 1e+30)) | 3 | 0"	"0"	"0"	"0"															"s0a3-0090"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"sign_zero"	"x"	"unresolved"	"unresolved"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a3-0091"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"sign_positive"	"x"	"unresolved"	"unresolved"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a3-0092"
"oracle"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"x"	"negative=TRUE;zero=FALSE;positive=FALSE"	"negative=TRUE;zero=FALSE;positive=FALSE"	"PASS"																			"s0a3-0093"
"detector"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"detectseparation"	"separation_class"		"complete"	"complete"	"PASS"															"TRUE"	"complete"			"s0a3-0094"
"detector"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"detectseparation"	"coefficient_compatibility"	"(Intercept)"	"feasible_indicator"	"Inf -> positive"	"PASS"															"TRUE"	"complete"			"s0a3-0095"
"detector"	"binomial-core"	"mu_complete_shifted_forced_mirror"	"detectseparation"	"coefficient_compatibility"	"x"	"feasible_indicator"	"-Inf -> negative"	"PASS"															"TRUE"	"complete"			"s0a3-0096"
"gate"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled"	"parameter_mapping"		"all_true"	"length=TRUE;free_names=TRUE;coefficient_names=TRUE;par_list_values=TRUE"	"PASS"																			"s0a3-0097"
"objective"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"shifted_forced_mirror"	"0"	"2.7725887222397811"	"2.7725887222397811"	"0"	"0"									"s0a3-0098"
"objective"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"shifted_forced_mirror"	"0.5"	" 1.350980524325718"	"1.3509805243257182"	"-1.4216081979140631"	"-1.4216081979140629"									"s0a3-0099"
"objective"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"shifted_forced_mirror"	"1"	"0.72369807818392951"	"0.72369807818392984"	"-2.0488906440558514"	"-2.0488906440558514"									"s0a3-0100"
"objective"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"shifted_forced_mirror"	"2"	"0.25880739236140593"	"0.25880739236140587"	"-2.5137813298783751"	"-2.5137813298783751"									"s0a3-0101"
"objective"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"shifted_forced_mirror"	"4"	"0.036312144222574935"	"0.036312144222574942"	"-2.7362765780172063"	"-2.7362765780172063"									"s0a3-0102"
"objective"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"shifted_forced_mirror"	"8"	"0.00067081282129413449"	"0.0006708128212942286"	"-2.7719179094184869"	"-2.7719179094184869"									"s0a3-0103"
"objective"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"shifted_forced_mirror"	"16"	"0.00000022507033679713592"	"0.00000022507033677435651"	"-2.7725884971694446"	"-2.7725884971694446"									"s0a3-0104"
"gate"	"objective-rays"	"mu_complete_shifted_forced_mirror"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.00067058775095745426; max_direct_step=-0.00067058775095733738; compiled_improvement=2.7725884971694446; direct_improvement=2.7725884971694446"	"PASS"					"shifted_forced_mirror"														"s0a3-0105"
"gate"	"binomial-core"	"mu_complete_centered_ambiguous"	"base_qr"	"design_rank"		"full_rank"	"full_rank"	"PASS"	"rank=2; p=2"										"4"	"2"	"4"	"4"					"s0a3-0106"
"fit"	"binomial-core"	"mu_complete_centered_ambiguous"	"drmTMB_ML"	"coefficient"	"(Intercept)"		"-0.000000090706475093388447"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=0.00000000017836773812221025; max_gradient=0.00000000017836773813016403; pdHess=TRUE"										"4"	"2"	"4"	"4"					"s0a3-0107"
"fit"	"binomial-core"	"mu_complete_centered_ambiguous"	"drmTMB_ML"	"coefficient"	"x"		"23.140320932862867"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=0.00000000017836773812221025; max_gradient=0.00000000017836773813016403; pdHess=TRUE"										"4"	"2"	"4"	"4"					"s0a3-0108"
"fit"	"binomial-core"	"mu_complete_centered_ambiguous"	"glm"	"coefficient"	"(Intercept)"		"-0.000000090706475109567557"	"RECORDED"	"converged=TRUE; deviance=0.00000000035673686225664774"										"4"	"2"	"4"	"4"			"glm.fit: fitted probabilities numerically 0 or 1 occurred"		"s0a3-0109"
"fit"	"binomial-core"	"mu_complete_centered_ambiguous"	"glm"	"coefficient"	"x"		"23.140320932684499"	"RECORDED"	"converged=TRUE; deviance=0.00000000035673686225664774"										"4"	"2"	"4"	"4"			"glm.fit: fitted probabilities numerically 0 or 1 occurred"		"s0a3-0110"
"fit"	"binomial-core"	"mu_complete_centered_ambiguous"	"brglm2_mean_bias_reduction"	"coefficient"	"(Intercept)"		"0.00000000000000027868209632171716"	"RECORDED"	"converged=TRUE; deviance=1.7525055277163279"										"4"	"2"	"4"	"4"					"s0a3-0111"
"fit"	"binomial-core"	"mu_complete_centered_ambiguous"	"brglm2_mean_bias_reduction"	"coefficient"	"x"		"1.0040769564476644"	"RECORDED"	"converged=TRUE; deviance=1.7525055277163279"										"4"	"2"	"4"	"4"					"s0a3-0112"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"improving_cone"		"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=0.16666666666666669; B_source=1,2,3,4; E_source=; max_abs_colsums=                 6; tau_B=0.00000001; tau_E=0.00000001; tau_c=0.00000001; certificate_resid_D=NA; certificate_min_u=NA; certificate_tau_D=NA; message=1 | list(c(0, 0.166666666666667)) | list(c(1, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, 1.11022302462516e-16, -0.166666666666667, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0.166666666666667, 1e+30)) | 1 | 0"	"0"	"0"	"0"							"4"	"2"							"s0a3-0113"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_strict_margin"	"separation_class"		"complete"	"complete"	"PASS"	"delta=0.99999999999999989; solution=0,0.99999999999999989,0,0,0.99999999999999989; message=1 | list(c(0, 1, 0, 0, 1)) | list(c(1, 0, -1, 0, 0, 1, -2, 0, 0, -2, 0)) | list(objfrom = c(-1e+30, -1, -1e+30, -1e+30, 0), objtill = c(2, 0, 2, 2, 1e+30)) | list(duals = c(0, -1, 0, 0, 1, -2, 0, 0, -2, 0), dualsfrom = c(-1e+30, 0, -0.666666666666667, -1e+30, 0, 0, -1e+30, -1e+30, -1e+30, -1e+30), dualstill = c(1e+30, 1, 0, 1e+30, 1e+30, 0.5, 1e+30, 1e+30, 0.5, 1e+30)) | 3 | 0"	"0"	"0.99999999999999989"	"0"															"s0a3-0114"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"sign_negative"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=                -1;x=0.99999999999999989; message=1 | list(c(-1, 1)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -0.49999999999968, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, -0.166666666666667, 1e+30, 1e+30)) | 3 | 0"	"0"	"0"	"0.00000000000000011102230246251565"															"s0a3-0115"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"sign_zero"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=0.16666666666666669; message=1 | list(c(0, 0.166666666666667)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, 1.11022302462516e-16, -1e+30, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 1 | 0"	"0"	"0"	"0"															"s0a3-0116"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"sign_positive"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=                 1;x=0.99999999999999989; message=1 | list(c(1, 1)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -0.5, -1e+30, -1e+30, -1e+30, 0.166666666666667, -1e+30, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30)) | 3 | 0"	"0"	"0"	"0.00000000000000011102230246251565"															"s0a3-0117"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"(Intercept)"	"negative=TRUE;zero=TRUE;positive=TRUE"	"negative=TRUE;zero=TRUE;positive=TRUE"	"PASS"																			"s0a3-0118"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"sign_negative"	"x"	"unresolved"	"unresolved"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a3-0119"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"sign_zero"	"x"	"unresolved"	"unresolved"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a3-0120"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"sign_positive"	"x"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=                 1; message=1 | list(c(0, 1)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30, 0.166666666666667, -1, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1, 1e+30)) | 2 | 0"	"0"	"0"	"0"															"s0a3-0121"
"oracle"	"binomial-core"	"mu_complete_centered_ambiguous"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"x"	"negative=FALSE;zero=FALSE;positive=TRUE"	"negative=FALSE;zero=FALSE;positive=TRUE"	"PASS"																			"s0a3-0122"
"detector"	"binomial-core"	"mu_complete_centered_ambiguous"	"detectseparation"	"separation_class"		"complete"	"complete"	"PASS"															"TRUE"	"complete"			"s0a3-0123"
"detector"	"binomial-core"	"mu_complete_centered_ambiguous"	"detectseparation"	"coefficient_compatibility"	"(Intercept)"	"feasible_indicator"	"-Inf -> negative"	"PASS"															"TRUE"	"complete"			"s0a3-0124"
"detector"	"binomial-core"	"mu_complete_centered_ambiguous"	"detectseparation"	"coefficient_compatibility"	"x"	"feasible_indicator"	"Inf -> positive"	"PASS"															"TRUE"	"complete"			"s0a3-0125"
"gate"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled"	"parameter_mapping"		"all_true"	"length=TRUE;free_names=TRUE;coefficient_names=TRUE;par_list_values=TRUE"	"PASS"																			"s0a3-0126"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_negative"	"0"	"2.7725887222397811"	"2.7725887222397811"	"0"	"0"									"s0a3-0127"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"centered_intercept_negative"	"0.5"	"0.95579327443816109"	"0.9557932744381612"	"-1.8167954478016202"	"-1.8167954478016199"									"s0a3-0128"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_negative"	"1"	"0.41715173915482484"	"0.41715173915482506"	"-2.3554369830849562"	"-2.3554369830849562"									"s0a3-0129"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_negative"	"2"	"0.13192478021765028"	"0.13192478021765025"	"-2.6406639420221309"	"-2.6406639420221309"									"s0a3-0130"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_negative"	"4"	"0.01816221836591881"	"0.018162218365918824"	"-2.7544265038738622"	"-2.7544265038738622"									"s0a3-0131"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_negative"	"8"	"0.00033540644839836993"	"0.00033540644839846398"	"-2.7722533157913829"	"-2.7722533157913829"									"s0a3-0132"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_negative"	"16"	"0.0000001125351684099591"	"0.00000011253516838717968"	"-2.7725886097046128"	"-2.7725886097046128"									"s0a3-0133"
"gate"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.00033529391323007681; max_direct_step=-0.00033529391322995999; compiled_improvement=2.7725886097046128; direct_improvement=2.7725886097046128"	"PASS"					"centered_intercept_negative"														"s0a3-0134"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_zero"	"0"	"2.7725887222397811"	"2.7725887222397811"	"0"	"0"									"s0a3-0135"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_zero"	"0.5"	" 1.574677343396659"	" 1.574677343396659"	"-1.1979113788431222"	"-1.1979113788431222"									"s0a3-0136"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_zero"	"1"	"0.88037939712239077"	"0.88037939712239077"	"-1.8922093251173904"	"-1.8922093251173904"									"s0a3-0137"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"centered_intercept_zero"	"2"	"0.29015587792156461"	"0.29015587792156444"	"-2.4824328443182164"	"-2.4824328443182169"									"s0a3-0138"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_zero"	"4"	"0.036970668581410904"	"0.036970668581411015"	"-2.7356180536583703"	"-2.7356180536583703"									"s0a3-0139"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_zero"	"8"	"0.00067103781612822867"	"0.00067103781612831205"	"-2.771917684423653"	"-2.771917684423653"									"s0a3-0140"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_zero"	"16"	"0.00000022507036211784254"	"0.00000022507036210268475"	"-2.7725884971694192"	"-2.7725884971694192"									"s0a3-0141"
"gate"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.00067081274576620933; max_direct_step=-0.00067081274576611088; compiled_improvement=2.7725884971694192; direct_improvement=2.7725884971694192"	"PASS"					"centered_intercept_zero"														"s0a3-0142"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_positive"	"0"	"2.7725887222397811"	"2.7725887222397811"	"0"	"0"									"s0a3-0143"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"centered_intercept_positive"	"0.5"	"0.95579327443816098"	"0.9557932744381612"	"-1.8167954478016202"	"-1.8167954478016199"									"s0a3-0144"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"centered_intercept_positive"	"1"	"0.41715173915482467"	"0.41715173915482506"	"-2.3554369830849566"	"-2.3554369830849562"									"s0a3-0145"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_positive"	"2"	"0.13192478021765008"	"0.13192478021765025"	"-2.6406639420221309"	"-2.6406639420221309"									"s0a3-0146"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_positive"	"4"	"0.018162218365918897"	"0.018162218365918824"	"-2.7544265038738622"	"-2.7544265038738622"									"s0a3-0147"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"centered_intercept_positive"	"8"	"0.0003354064483984719"	"0.00033540644839846398"	"-2.7722533157913825"	"-2.7722533157913829"									"s0a3-0148"
"objective"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"centered_intercept_positive"	"16"	"0.00000011253516838717825"	"0.00000011253516838717968"	"-2.7725886097046128"	"-2.7725886097046128"									"s0a3-0149"
"gate"	"objective-rays"	"mu_complete_centered_ambiguous"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.00033529391323007681; max_direct_step=-0.00033529391323008472; compiled_improvement=2.7725886097046128; direct_improvement=2.7725886097046128"	"PASS"					"centered_intercept_positive"														"s0a3-0150"
"gate"	"binomial-core"	"mu_quasi"	"base_qr"	"design_rank"		"full_rank"	"full_rank"	"PASS"	"rank=2; p=2"										"4"	"2"	"4"	"4"					"s0a3-0151"
"fit"	"binomial-core"	"mu_quasi"	"drmTMB_ML"	"coefficient"	"(Intercept)"		"-0.000000000000000092790724993576003"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=1.3862943674819015; max_gradient=0.0000000063620108292368173; pdHess=TRUE"										"4"	"2"	"4"	"4"					"s0a3-0152"
"fit"	"binomial-core"	"mu_quasi"	"drmTMB_ML"	"coefficient"	"x"		"19.566068518824931"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=1.3862943674819015; max_gradient=0.0000000063620108292368173; pdHess=TRUE"										"4"	"2"	"4"	"4"					"s0a3-0153"
"fit"	"binomial-core"	"mu_quasi"	"glm"	"coefficient"	"(Intercept)"		"-0.000000000000000092790724993576003"	"RECORDED"	"converged=TRUE; deviance=2.7725887349638034"										"4"	"2"	"4"	"4"					"s0a3-0154"
"fit"	"binomial-core"	"mu_quasi"	"glm"	"coefficient"	"x"		"19.566068518824931"	"RECORDED"	"converged=TRUE; deviance=2.7725887349638034"										"4"	"2"	"4"	"4"					"s0a3-0155"
"fit"	"binomial-core"	"mu_quasi"	"brglm2_mean_bias_reduction"	"coefficient"	"(Intercept)"		"0.00000000000000026847655217735609"	"RECORDED"	"converged=TRUE; deviance=3.6925132928134268"										"4"	"2"	"4"	"4"					"s0a3-0156"
"fit"	"binomial-core"	"mu_quasi"	"brglm2_mean_bias_reduction"	"coefficient"	"x"		"1.3525645558933987"	"RECORDED"	"converged=TRUE; deviance=3.6925132928134268"										"4"	"2"	"4"	"4"					"s0a3-0157"
"oracle"	"binomial-core"	"mu_quasi"	"ROI_lpsolve_cone"	"improving_cone"		"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=               0.5; B_source=1,2,3,4; E_source=; max_abs_colsums=                 2; tau_B=0.00000001; tau_E=0.00000001; tau_c=0.00000001; certificate_resid_D=NA; certificate_min_u=NA; certificate_tau_D=NA; message=1 | list(c(0, 0.5)) | list(c(1, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, 0, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 1 | 0"	"0"	"0"	"0"							"4"	"2"							"s0a3-0158"
"oracle"	"binomial-core"	"mu_quasi"	"ROI_lpsolve_strict_margin"	"separation_class"		"quasi_complete"	"quasi_complete"	"PASS"	"delta=0; solution=0,0,0,0,0; message=1 | list(c(0, 0, 0, 0, 0)) | list(c(1, 0, -0.5, -0.5, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30), objtill = c(0, 0, 0, 0, 1e+30)) | list(duals = c(0, -0.5, -0.5, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(0, 0, 0, -1e+30, -1e+30, 0, -1e+30, -1e+30, 0, -1e+30), dualstill = c(1, 0, 0, 1e+30, 1e+30, 0.5, 1e+30, 1e+30, 0.5, 1e+30)) | 3 | 0"	"0"	"0"	"0"															"s0a3-0159"
"oracle"	"binomial-core"	"mu_quasi"	"ROI_lpsolve_cone"	"sign_negative"	"(Intercept)"	"unresolved"	"unresolved"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a3-0160"
